C00002399 | Abrotanella spp.
C00003227 | Calea axillaris
C00003869 | Calea ternifolia
C00003870 | Calea ternifolia
C00010324 | Calea rotundifolia
C00010374 | Calea oxylepis
C00010817 | Calea hispida
C00011374 | Calea crocinervosa
C00011392 | Calea hispida
C00011394 | Calea hispida
C00011428 | Calea teucrifolia
C00011726 | Calea reticulata
C00011843 | Calea zacatechichi
C00011844 | Calea zacatechichi
C00012089 | Calea urticifolia
C00012119 | Calea lantanoides
C00012142 | Calea zacatechichi
C00012143 | Calea zacatechichi
C00012164 | Calea urticifolia
C00012165 | Calea urticifolia
C00012166 | Calea urticifolia
C00012244 | Calea jamaicensis
C00012245 | Calea berteriana
C00012306 | Calea zacatechichi
C00012306 | Calea zactechichi
C00012307 | Calea zacatechichi
C00012307 | Calea zactechichi
C00012308 | Calea zacatechichi
C00012308 | Calea zactechichi
C00012309 | Calea urticifolia
C00012309 | Calea zacatechichi
C00012309 | Calea zactechichi
C00012310 | Calea urticifolia
C00012311 | Calea urticifolia
C00012312 | Calea urticifolia
C00012313 | Calea urticifolia
C00012330 | Calea subcordata
C00012345 | Calea szyszylowiczii
C00012390 | Calea berteriana
C00012391 | Calea berteriana
C00012400 | Calea jamaicensis
C00012402 | Calea hymenolepis
C00012868 | Calea subcordata
C00012910 | Calea subcordata
C00012914 | Calea septuplinervia
C00012917 | Calea szyszylowiczii
C00012918 | Calea szyszylowiczii
C00012919 | Calea szyszylowiczii
C00012935 | Calea subcordata
C00012986 | Calea trichomata
C00012987 | Calea trichomata
C00013086 | Calea trichomata
C00013087 | Calea trichomata
C00013090 | Calea trichomata
C00013211 | Calea szyszylowiczii
C00020455 | Calea solidaginea
C00020456 | Calea jamaicensis
C00020462 | Calea solidaginea
C00020858 | Calea subcordata
C00020859 | Calea jamaicensis
C00021576 | Calea prunifolia
C00021579 | Calea prunifolia
C00021583 | Calea prunifolia
C00021589 | Calea prunifolia
C00035787 | Calea urticifolia
C00035815 | Calea urticifolia
C00035816 | Calea urticifolia
C00035817 | Calea urticifolia
C00000911 | Calendula officinalis
C00000926 | Calendula spp.
C00000934 | Calendula spp.
C00003499 | Calendula arvensis
C00003499 | Calendula officinalis
C00003538 | Calendula officinalis
C00003674 | Calendula officinalis L.
C00003766 | Calendula arvensis
C00003779 | Calendula officinalis L.
C00003779 | Calendula spp.
C00003785 | Calendula officinalis
C00003787 | Calendula officinalis
C00005373 | Calendula officinalis
C00005412 | Calendula officinalis
C00005413 | Calendula officinalis
C00005456 | Calendula officinalis
C00005525 | Calendula officinalis
C00005547 | Calendula officinalis
C00005548 | Calendula officinalis
C00005550 | Calendula officinalis
C00005573 | Calendula officinalis
C00007276 | Calendula officinalis
C00011408 | Calendula officinalis
C00019064 | Calendula officinalis
C00019065 | Calendula officinalis
C00019525 | Calendula officinalis
C00021273 | Calendula arvensis
C00032163 | Calendula officinalis
C00032795 | Calendula officinalis
C00032796 | Calendula officinalis
C00032797 | Calendula officinalis
C00032798 | Calendula officinalis
C00032799 | Calendula officinalis
C00032800 | Calendula officinalis L.
C00033261 | Calendula officinalis
C00033262 | Calendula officinalis
C00033263 | Calendula officinalis
C00033264 | Calendula officinalis
C00034063 | Calendula officinalis
C00035375 | Calendula officinalis
C00041406 | Calendula officinalis
C00041407 | Calendula officinalis
C00041408 | Calendula officinalis
C00041409 | Calendula officinalis
C00041410 | Calendula officinalis
C00051318 | Calendula officinalis
C00051388 | Calendula officinalis
C00010822 | Callilepis laureola
C00021831 | Callilepis salicifolia
C00006629 | Callistephus chinensis
C00006630 | Callistephus chinensis
C00006644 | Callistephus chinensis
C00003355 | Calocephalus brownii
C00020895 | Calocephalus brownii
C00003930 | Calycadenia spp.
C00003932 | Calycadenia multiglandulosa
C00003933 | Calycadenia truncata
C00003933 | Calycadenia villosa
C00004596 | Calycadenia multiglandulosa
C00004596 | Calycadenia villosa
C00004640 | Calycadenia truncata
C00004670 | Calycadenia ciliosa
C00004684 | Calycadenia spp.
C00004733 | Calycadenia ciliosa
C00004733 | Calycadenia multiglandulosa
C00004789 | Calycadenia mollis
C00004789 | Calycadenia pauciflora
C00004789 | Calycadenia truncata
C00004790 | Calycadenia ciliosa
C00004793 | Calycadenia ciliosa
C00004793 | Calycadenia multiglandulosa
C00004796 | Calycadenia ciliosa
C00004796 | Calycadenia mollis
C00004796 | Calycadenia pauciflora
C00004796 | Calycadenia truncata
C00004796 | Calycadenia villosa
C00004799 | Calycadenia ciliosa
C00004799 | Calycadenia multiglandulosa
C00004800 | Calycadenia mollis
C00004800 | Calycadenia truncata
C00013314 | Calycadenia truncata
C00000602 | Carduus assoi
C00000609 | Carduus micropterus ssp. perspinosus
C00002308 | Carduus acanthoides
C00002631 | Carduus tenuiflorus
C00004201 | Carduus nutans
C00005265 | Carduus getulus
C00005298 | Carduus pycnocephalus
C00005604 | Carduus getulus
C00007190 | Carduus assoi
C00007190 | Carduus tenuiflorus
C00020012 | Carduus tenuiflorus
C00027204 | Carduus crispus
C00027205 | Carduus crispus
C00027206 | Carduus crispus
C00027207 | Carduus crispus
C00027208 | Carduus crispus
C00001276 | Carlina vulgaris
C00006097 | Carlina acanthifolia
C00006184 | Carlina vulgaris
C00006231 | Carlina corymbosa
C00014028 | Carlina corymbosa
C00003060 | Carpesium abrotanoides
C00003296 | Carpesium abrotanoides
C00003306 | Carpesium longifolium
C00003310 | Carpesium spp.
C00003327 | Carpesium longifolium
C00003345 | Carpesium longifolium
C00003674 | Carpesium abrotanoides
C00012327 | Carpesium abrotanoides
C00012374 | Carpesium divaricatum
C00012375 | Carpesium divaricatum
C00012916 | Carpesium abrotanoides
C00020346 | Carpesium abrotanoides
C00020346 | Carpesium eximum
C00020347 | Carpesium abrotanoides
C00021080 | Carpesium abrotanoides
C00050336 | Carpesium divaricatum
C00050337 | Carpesium divaricatum
C00050338 | Carpesium divaricatum
C00050339 | Carpesium divaricatum
C00029336 | Carphephorus odoratissimus
C00003944 | Carphochaete bigelovii
C00003947 | Carphochaete bigelovii
C00000001 | Carthamus tinctorius
C00000003 | Carthamus tinctorius
C00000019 | Carthamus tinctorius
C00000020 | Carthamus tinctorius
C00000029 | Carthamus tinctorius
C00000606 | Carthamus tinctorius
C00001051 | Carthamus tinctorius
C00001189 | Carthamus tinctorius
C00001221 | Carthamus tinctorius
C00001228 | Carthamus tinctorius
C00001230 | Carthamus tinctorius
C00001238 | Carthamus tinctorius
C00001260 | Carthamus tinctorius
C00001281 | Carthamus tinctorius
C00001292 | Carthamus tinctorius
C00002372 | Carthamus tinctorius
C00003804 | Carthamus glauca
C00004565 | Carthamus tinctorius
C00004593 | Carthamus tinctorius
C00005138 | Carthamus tinctorius
C00005169 | Carthamus tinctorius
C00005306 | Carthamus tinctorius
C00005308 | Carthamus tinctorius
C00005310 | Carthamus tinctorius
C00005311 | Carthamus tinctorius
C00005413 | Carthamus tinctorius
C00005427 | Carthamus tinctorius
C00006246 | Carthamus tinctorius
C00006339 | Carthamus tinctorius
C00006340 | Carthamus tinctorius
C00006418 | Carthamus tinctorius
C00006696 | Carthamus glauca
C00006702 | Carthamus glauca
C00007247 | Carthamus tinctorius
C00007366 | Carthamus tinctorius
C00007535 | Carthamus tinctorius
C00008231 | Carthamus tinctorius
C00013868 | Carthamus tinctorius
C00014329 | Carthamus tinctorius
C00014588 | Carthamus tinctorius
C00014589 | Carthamus tinctorius
C00014590 | Carthamus tinctorius
C00024213 | Carthamus tinctorius L.
C00026736 | Carthamus tinctorius
C00027005 | Carthamus tinctorius
C00029911 | Carthamus tinctorius
C00032370 | Carthamus tinctorius
C00037583 | Carthamus tinctorius
C00046653 | Carthamus tinctorius
C00004533 | Cassinia quinquefaria
C00004542 | Cassinia quinquefaria
C00004543 | Cassinia quinquefaria
C00004634 | Cassinia vauvilliersii
C00013352 | Cassinia arcuata
C00006177 | Catananche caerulea
C00006184 | Catananche caerulea
C00006381 | Catananche caerulea
C00006382 | Catananche caerulea
C00000149 | Centaurea armena
C00000149 | Centaurea sessilis
C00000164 | Centaurea armena
C00000164 | Centaurea sessilis
C00000589 | Centaurea hierapolitana
C00000606 | Centaurea americana
C00000606 | Centaurea persica
C00000606 | Centaurea scoparia
C00000606 | Centaurea sphaerocephala ssp. polyacantha
C00000609 | Centaurea alexandrina
C00000609 | Centaurea americana
C00000609 | Centaurea bella
C00000609 | Centaurea calcitrapa
C00000609 | Centaurea cuneifolia
C00000609 | Centaurea cyanus
C00000609 | Centaurea cynaroides
C00000609 | Centaurea dealbata
C00000609 | Centaurea dimorpha
C00000609 | Centaurea maculosa ssp. rhenana
C00000609 | Centaurea melitensis
C00000609 | Centaurea phrygia
C00000609 | Centaurea regia
C00000609 | Centaurea ruthenica
C00000609 | Centaurea scabiosa
C00000609 | Centaurea scoparia
C00000609 | Centaurea solstitialis
C00000609 | Centaurea sphaerocephala ssp. polyacantha
C00000615 | Centaurea bracteata Scop.
C00000646 | Centaurea americana
C00000674 | Centaurea bracteata Scop.
C00000687 | Centaurea americana
C00000816 | Centaurea sessilis
C00000823 | Centaurea sessilis
C00000827 | Centaurea sessilis
C00000982 | Centaurea spp.
C00000983 | Centaurea spp.
C00001033 | Centaurea gigantea
C00001050 | Centaurea bracteata Scop.
C00001050 | Centaurea clementei
C00001050 | Centaurea hierapolitana
C00001050 | Centaurea pseudoscabiosa subsp.pseudoscabiosa Boiss.et aBuhse
C00001055 | Centaurea gigantea
C00001055 | Centaurea melitensis L.
C00001055 | Centaurea solstitialis
C00001059 | Centaurea melitensis L.
C00001062 | Centaurea bracteata Scop.
C00001062 | Centaurea clementei
C00001078 | Centaurea gigantea
C00001078 | Centaurea melitensis L.
C00001078 | Centaurea solstitialis
C00001292 | Centaurea spp.
C00002350 | Centaurea maculosa
C00002458 | Centaurea spp.
C00002499 | Centaurea pseudoscabiosa subsp.pseudoscabiosa Boiss.et aBuhse
C00002631 | Centaurea solstitialis
C00002668 | Centaurea bracteata Scop.
C00002668 | Centaurea pseudoscabiosa subsp.pseudoscabiosa Boiss.et aBuhse
C00002724 | Centaurea gigantea
C00002751 | Centaurea bracteata Scop.
C00002973 | Centaurea cachanahuen
C00003040 | Centaurea sessilis
C00003047 | Centaurea sessilis
C00003110 | Centaurea armena
C00003110 | Centaurea sessilis
C00003118 | Centaurea armena
C00003118 | Centaurea sessilis
C00003206 | Centaurea hyrcanica
C00003206 | Centaurea hyssopifolia
C00003206 | Centaurea linifolia
C00003220 | Centaurea seridis
C00003230 | Centaurea hyssopifolia
C00003230 | Centaurea spp.
C00003232 | Centaurea squarrosa
C00003232 | Centaurea thessala ssp.attica
C00003243 | Centaurea repens
C00003272 | Centaurea aggregata
C00003297 | Centaurea lippii
C00003362 | Centaurea salonitana
C00003672 | Centaurea cineraria L.
C00003737 | Centaurea cineraria L.
C00003738 | Centaurea cineraria L.
C00003794 | Centaurea pseudoscabiosa subsp.pseudoscabiosa Boiss.et aBuhse
C00003805 | Centaurea clementei
C00003834 | Centaurea jacea
C00003850 | Centaurea chilensis
C00003850 | Centaurea cineraria L.
C00003884 | Centaurea bracteata Scop.
C00003885 | Centaurea bracteata Scop.
C00003890 | Centaurea arguta
C00003890 | Centaurea hierapolitana
C00003890 | Centaurea jacea
C00003891 | Centaurea nigrescens
C00003891 | Centaurea phrygia
C00003898 | Centaurea granata
C00003898 | Centaurea macrocephala
C00003907 | Centaurea chilensis
C00003917 | Centaurea incana
C00004111 | Centaurea pseudoscabiosa subsp.pseudoscabiosa Boiss.et aBuhse
C00004147 | Centaurea calcitrapa
C00004148 | Centaurea aspera
C00004196 | Centaurea cyanus
C00004216 | Centaurea depressa
C00004400 | Centaurea bracteata Scop.
C00004410 | Centaurea jacea
C00004593 | Centaurea incana
C00004596 | Centaurea bracteata Scop.
C00004596 | Centaurea spp.
C00004600 | Centaurea alexandrina
C00004634 | Centaurea collina L.
C00004680 | Centaurea collina L.
C00004680 | Centaurea incana
C00004682 | Centaurea spp.
C00004684 | Centaurea bracteata Scop.
C00004693 | Centaurea bracteata Scop.
C00004693 | Centaurea jacea
C00004694 | Centaurea bracteata Scop.
C00004694 | Centaurea jacea
C00004959 | Centaurea alexandrina
C00005169 | Centaurea hierapolitana
C00005266 | Centaurea arbutifolia
C00005266 | Centaurea arguta
C00005324 | Centaurea jacea
C00005373 | Centaurea gigantea
C00005373 | Centaurea solstitialis
C00005374 | Centaurea collina L.
C00005374 | Centaurea solstitialis
C00005529 | Centaurea spp.
C00005593 | Centaurea montana
C00005644 | Centaurea solstitialis
C00005654 | Centaurea sp.
C00005655 | Centaurea bracteata Scop.
C00005655 | Centaurea coronopifolia
C00005655 | Centaurea solstitialis
C00005667 | Centaurea kotschyi
C00005667 | Centaurea solstitialis
C00005671 | Centaurea bracteata Scop.
C00005671 | Centaurea hyssopifolia
C00005671 | Centaurea jacea
C00005675 | Centaurea jacea
C00006129 | Centaurea cyanus
C00006177 | Centaurea hierapolitana
C00006177 | Centaurea melitensis L.
C00006177 | Centaurea solstitialis
C00006210 | Centaurea triumfetti
C00006223 | Centaurea triumfetti
C00006229 | Centaurea melitensis L.
C00006257 | Centaurea gigantea
C00006765 | Centaurea cyanus
C00006796 | Centaurea cyanus
C00006817 | Centaurea cyanus
C00007242 | Centaurea armena
C00007242 | Centaurea sessilis
C00007535 | Centaurea armena
C00007535 | Centaurea sessilis
C00011720 | Centaurea armena
C00011720 | Centaurea sessilis
C00011819 | Centaurea amara
C00011820 | Centaurea arbutifolia
C00011822 | Centaurea aspera
C00011824 | Centaurea aspera
C00011974 | Centaurea aspera
C00011974 | Centaurea melitensis
C00011977 | Centaurea arbutifolia
C00011978 | Centaurea spp.
C00012340 | Centaurea scabiosa
C00013097 | Centaurea hyrcanica
C00013097 | Centaurea hyssopifolia
C00013097 | Centaurea linifolia
C00013332 | Centaurea incana
C00013595 | Centaurea macrocephala
C00013634 | Centaurea furfuracea
C00013809 | Centaurea bracteata
C00013839 | Centaurea horrida
C00013898 | Centaurea bracteata
C00013955 | Centaurea bracteata
C00013994 | Centaurea senegalensis
C00014011 | Centaurea pseudoscabiosa subsp.pseudoscabiosa Boiss.et aBuhse
C00014012 | Centaurea pseudoscabiosa subsp.pseudoscabiosa Boiss.et aBuhse
C00014039 | Centaurea triumfetti
C00014062 | Centaurea triumfetti
C00019064 | Centaurea cachanahuen
C00019308 | Centaurea bracteata Scop.
C00020067 | Centaurea sessilis
C00020437 | Centaurea repens
C00020438 | Centaurea spp.
C00020440 | Centaurea linifolia
C00020441 | Centaurea linifolia
C00020442 | Centaurea linifolia
C00020443 | Centaurea linifolia
C00020444 | Centaurea solstitialis
C00020445 | Centaurea solstitialis
C00020466 | Centaurea canariensis
C00020505 | Centaurea linifolia
C00020511 | Centaurea canariensis
C00020511 | Centaurea linifolia
C00020512 | Centaurea canariensis
C00020512 | Centaurea linifolia
C00020512 | Centaurea repens
C00020512 | Centaurea sventenii
C00020515 | Centaurea kandavanensis
C00020515 | Centaurea nicolai
C00020595 | Centaurea janeri
C00020595 | Centaurea repens
C00020735 | Centaurea repens
C00020736 | Centaurea repens
C00020737 | Centaurea babylonica
C00020737 | Centaurea hyrcanica
C00020737 | Centaurea repens
C00020798 | Centaurea canariensis
C00020799 | Centaurea canariensis
C00020839 | Centaurea webbiana
C00020844 | Centaurea linifolia
C00020853 | Centaurea solstitialis
C00020854 | Centaurea solstitialis
C00020860 | Centaurea kandavanensis
C00020991 | Centaurea clementei
C00020992 | Centaurea clementei
C00020993 | Centaurea clementei
C00021053 | Centaurea canariensis
C00021054 | Centaurea canariensis
C00021283 | Centaurea sessilis
C00021423 | Centaurea sessilis
C00021428 | Centaurea sessilis
C00022075 | Centaurea armena
C00022119 | Centaurea armena
C00022119 | Centaurea sessilis
C00022163 | Centaurea armena
C00022163 | Centaurea sessilis
C00022606 | Centaurea arbutifolia
C00027005 | Centaurea cyanus
C00027006 | Centaurea cyanus
C00027007 | Centaurea cyanus
C00027008 | Centaurea cyanus
C00028602 | Centaurea moschata
C00029816 | Centaurea sessilis
C00029881 | Centaurea armena
C00029881 | Centaurea sessilis
C00029977 | Centaurea sessilis
C00030099 | Centaurea sessilis
C00030480 | Centaurea armena
C00030480 | Centaurea sessilis
C00030807 | Centaurea bracteata Scop.
C00030807 | Centaurea pseudoscabiosa subsp.pseudoscabiosa Boiss.et aBuhse
C00030828 | Centaurea sessilis
C00030880 | Centaurea sessilis
C00031592 | Centaurea americana
C00032004 | Centaurea americana
C00032309 | Centaurea armena
C00033848 | Centaurea bracteata Scop.
C00034452 | Centaurea armena
C00034452 | Centaurea sessilis
C00034536 | Centaurea hierapolitana
C00034537 | Centaurea hierapolitana
C00034538 | Centaurea hierapolitana
C00034539 | Centaurea hierapolitana
C00034763 | Centaurea sessilis
C00034880 | Centaurea sessilis
C00035438 | Centaurea armena
C00035509 | Centaurea sessilis
C00035536 | Centaurea armena
C00035536 | Centaurea sessilis
C00035560 | Centaurea armena
C00035560 | Centaurea sessilis
C00035563 | Centaurea armena
C00035586 | Centaurea sessilis
C00035737 | Centaurea sessilis
C00035894 | Centaurea sessilis
C00035896 | Centaurea sessilis
C00035932 | Centaurea bracteata Scop.
C00036566 | Centaurea thessala ssp.attica
C00036566 | Centaurea thessala ssp.drakiensis
C00036785 | Centaurea attica ssp.attica
C00036891 | Centaurea bracteata Scop.
C00037010 | Centaurea cachanahuen
C00037470 | Centaurea attica ssp.attica
C00037470 | Centaurea malacitana
C00039428 | Centaurea cyanus
C00040198 | Centaurea nicolai
C00040199 | Centaurea nicolai
C00042270 | Centaurea babylonica
C00042271 | Centaurea babylonica
C00042358 | Centaurea babylonica
C00003674 | Centipeda minima
C00003749 | Centipeda minima
C00004639 | Centipeda minima
C00004834 | Centipeda orbicularis
C00004836 | Centipeda amplyocarpa
C00004836 | Centipeda orbicularis
